,id,z,coverage,coverage_class
3094,7572c78534,418,0.0,0
1002,49d061af38,838,0.29722576218017843,3
2724,90b14e3f04,391,0.6556219978433487,7
3256,9f4001d8ea,324,0.0916576806195471,1
179,dca83468d2,320,0.2651700813645721,3
2416,d2b40a2781,587,0.6066071953730027,7
1206,9667824566,557,0.2691892951671405,3
3549,115ee54da8,609,0.0,0
151,737e6513c8,127,0.0068620723458484465,1
1921,94b4f44698,526,0.0071561611606705215,1
1251,c9a2990f76,530,0.4245662189981375,5
501,a8503e0dc8,755,0.6780707773747672,7
3073,0401ae15d3,457,0.0,0
3301,db819c45e5,628,0.26977747279678466,3
1612,792929a4c8,251,0.1894912263503578,2
2348,0b7b00ebfd,327,0.0,0
2540,c5493cc7b0,654,0.28095284776002355,3
1013,25845ace3d,235,0.0,0
3047,edc9fb3512,273,0.0,0
2725,287b0f197f,294,0.0,0
3377,3ce657b8f7,207,0.5602391922360553,6
801,b540435ae7,923,0.0,0
864,26000ba320,145,0.0,0
1619,8620f40403,383,0.21027350259778446,3
817,5b86544456,277,0.0,0
3561,29ea4f92c3,526,0.1449857857072836,2
907,dfae9e48e8,783,0.25889618664836783,3
1517,16bee00afc,409,0.0,0
3120,7f2642a14a,770,0.1646897363003627,2
1997,d65973824b,736,0.017939417704146653,1
3913,a3e89a273d,663,0.2910498970689148,3
2309,7140b36ff6,396,0.11420448975590627,2
2610,d69c382be5,676,0.0831291049897069,1
293,24f27c4087,821,0.03930987158121753,1
1385,9e7d89d4c0,668,0.0,0
2172,97a10a3ba0,388,0.6379766689540242,7
2022,d6b87a521f,212,0.0,0
832,9c5c26e2ba,639,0.0,0
2403,7b2032d7d1,106,0.0,0
416,27870bb184,425,0.15331830212724246,2
2769,b33b1f9db6,441,0.28556023919223605,3
970,6c557220d3,494,0.0,0
2268,a163126d96,617,0.8573669248112931,9
3217,ebdbbb52b5,405,0.0,0
95,e4159ed1de,520,0.004999509851975297,1
1421,76761b2a41,548,0.4774041760611705,5
2378,48d34846d7,516,0.8039407901186159,9
2273,c59e5f46c0,242,0.7871777276737575,8
3351,60b3d0d613,203,0.0,0
1446,39cd06da7d,531,0.7623762376237624,8
1253,440534c8dd,184,0.009802960494069209,1
938,89af21b6ee,513,0.5317125771983139,6
2534,8824cdcbf0,394,0.7230663660425448,8
2389,5378360450,466,0.5576904225075973,6
1161,a89d1999ec,260,0.1128320752867366,2
3772,0497f2d447,482,0.009802960494069209,1
3456,2425501bf4,788,0.0,0
1407,0ddcd3fd1a,112,0.0025487697284579947,1
3408,5bf5d82829,396,0.5764140770512695,6
2964,ac6289352d,96,0.0,0
3355,3b5c0e9308,376,0.0039211841976276845,1
3533,a9fd8e2a06,138,0.0,0
3129,6285015437,164,0.0,0
1798,74d1d03fc3,115,0.0,0
3919,ce9c3510a8,407,0.0,0
2074,f78361aa48,606,0.0,0
2212,befdfcbe5b,655,0.2219390255857269,3
3618,1a72cc3d3e,632,0.20625428879521612,3
2811,7c61d788af,569,0.0,0
1547,8ec207d7df,342,0.0,0
1485,4b44c94892,771,0.03911381237133614,1
125,d26e890704,530,0.7962944809332418,8
878,45fb16d378,678,0.0004901480247034606,1
3415,3004f41177,313,0.6778747181648858,7
1697,d7196745e5,230,0.0,0
3543,5fe333fd26,764,0.8934418194294677,9
3158,59b1bac5d5,550,0.0,0
920,db1aa8e608,348,0.09734339770610724,1
3215,2a5805ad13,145,0.03548671698853054,1
2789,fc87224914,245,0.05117145377904127,1
3201,762c7d7084,685,0.031663562395843545,1
2547,fadd701a33,144,0.0,0
1603,416101e57a,408,0.0,0
3329,9befc65890,731,0.38937359082442896,4
274,042c3d4e03,668,0.005391628271738065,1
1382,1c6f7aac78,130,0.0,0
3334,90720e8172,742,0.9603960396039604,10
3892,49336bb17b,385,0.8415841584158416,9
2799,a48b9989ac,176,0.0,0
1281,705eb5d67a,222,0.0,0
2256,9f459445b6,359,0.3339868640329379,4
852,eed6c66da4,111,0.0,0
76,95a60e2f42,558,0.04274090775414175,1
2247,51acfd1399,596,0.8367807077737477,9
2751,df3a1c2d7b,528,0.19978433486913047,2
983,d567ba2b49,803,0.0,0
1201,691fec8ce2,434,0.7945299480443094,8
2384,f7ff576dc4,542,0.10989118713851584,2
3792,c749d05181,761,0.0,0
3903,67d3486ac8,171,0.37741397902166457,4
3019,32afbf53f6,800,0.0,0
1841,ea6f13458b,523,0.13792765415155378,2
1076,543acdb5f7,594,0.8575629840211744,9
1269,f724f78b1a,706,0.0,0
1932,3c7e2d60a7,817,0.4252524262327223,5
80,992572448c,262,0.134986766003333,2
1294,bb8c452bb6,443,0.010489167728654054,1
2772,7074e402ca,384,0.8995196549357906,9
2723,b33e244157,142,0.0,0
888,ff2c353279,729,0.07009116753259484,1
2715,38c0d9ca8e,394,0.28457994314282914,3
27,fc250f574c,684,0.06920890108812862,1
1499,a667ba911e,198,0.0,0
2898,4618b50b42,685,0.0,0
353,27a240a570,135,0.0,0
3513,ae51614513,624,0.9998039407901186,10
1157,9fdb6afc56,304,0.020586217037545342,1
3695,8ca267be2b,242,0.0,0
3761,92d9025a37,888,0.9026566022938928,10
1959,628f1de539,435,0.5530830310753848,6
554,49fe2ee7ba,546,0.5211253798647192,6
3607,bd2a0b256c,346,0.0,0
119,edf47afe46,325,0.0,0
748,41895b0f40,431,0.0,0
678,e8e8b96a84,782,0.0,0
1695,e82421363e,68,0.0,0
814,1d2c8152bd,686,0.0,0
3317,e7c55756c7,769,0.0,0
3480,114daa1bed,541,0.36319968630526417,4
2721,91bfe61493,475,0.6967944319184394,7
1263,a8e5845bf9,663,0.4551514557396334,5
143,a9e940dccd,339,0.0,0
642,10b19bd1f8,353,0.0015684736790510733,1
239,51b639314d,318,0.0,0
1071,b6f907680a,108,0.1114596608175669,2
445,5c87971507,867,0.0,0
2285,65e2650a80,528,0.0,0
2264,af6fe9a9c8,540,0.6359180472502696,7
2860,7df36788a9,138,0.0,0
1825,9ccf50ab0e,110,0.0,0
3646,bc3f2b82ec,440,0.0,0
1350,7d5c34a95a,492,0.07352220370551908,1
3095,4ebed82264,302,0.14302519360846974,2
3356,964be849b0,446,0.0031369473581021466,1
2394,87c6bf0012,685,0.09106950298990296,1
2757,67bc6ac1f4,769,0.3595725909224586,4
3476,d7506a6a38,757,0.4901480247034605,5
2629,e843caea8f,260,0.5015194588765808,6
1462,5fd411e302,328,0.10312714439760808,2
3635,54842b574a,685,0.9881384178021764,10
3076,df811b26b6,455,0.0,0
2400,6ef46555e2,385,0.3122242917361043,4
1420,d1c9be7e25,437,0.7864915204391726,8
665,d1f8ba2f02,378,0.16272914420154888,2
2530,23c72b10cb,704,0.5391628271738065,6
3487,a1e3e1af04,486,0.0,0
583,6d4fca6a35,443,0.009606901284187824,1
2566,6a1fd3c67e,640,0.4046662091951769,5
3701,df8caa8bdf,318,0.3432996765023037,4
1658,d7f48d294e,629,0.449857857072836,5
2437,180d2ec2cc,578,0.006764042740907754,1
994,417833daa4,393,0.0,0
2342,e2dd6ebd6b,247,0.1177335555337712,2
1525,9258e48804,647,0.5617096363101657,6
1587,939232310f,911,0.0,0
3002,d369e6b550,434,0.6347416919909813,7
2194,97bd8b22b1,682,0.0,0
2774,68d00224e0,521,0.0,0
984,06a361fc57,491,0.6382707577688462,7
3486,6040cbf086,367,0.0,0
1851,ab6dfe07be,457,0.3354573081070483,4
2223,c313a1ad7d,754,0.22360552886971866,3
2698,9a4864ff06,551,0.0,0
194,0429d9759b,737,0.5380845015194589,6
430,ed52743a1b,277,0.0,0
1605,f0ec542987,148,0.0,0
3240,498d327724,244,0.0,0
3812,186edd93a3,595,0.0,0
1074,3276e900a7,420,0.03274188805019116,1
1788,c69962cd9d,193,0.0,0
2884,571e63d0bc,785,0.8002156651308695,9
3231,2e7921981a,438,0.4583864327026762,5
2584,c70619fb09,927,0.0,0
3254,8a2dc90df5,198,0.0,0
3542,88a4200cec,728,0.04234878933437898,1
60,58777a8c79,332,0.4420154886775806,5
941,802df9bb5e,535,0.15635721988040388,2
3723,f3ee165cd0,510,0.5551416527791393,6
3784,6db821bf5f,842,0.0,0
946,1bfe4907c1,194,0.10851877266934616,2
968,e476b868ef,677,0.15027938437408098,2
401,9790f7880b,544,0.6721890010783257,7
307,d7a53f942a,456,0.0,0
746,e8f3e42b14,679,0.18037447309087346,2
3214,a98ab1c549,610,0.15331830212724246,2
484,851498c095,269,0.37339476521909615,4
3052,18fc51d517,669,0.9309871581217528,10
1408,a4442fef48,483,0.6749338300166651,7
2149,8f5af7f42a,454,0.0,0
881,1017084680,512,0.947456131751789,10
1866,d3d19422ca,544,0.9860797960984216,10
1508,ff038e87b1,428,0.6652288991275365,7
3660,37ba215c62,458,0.0,0
1908,2424f4afc7,527,0.5841584158415841,6
950,db840e1e22,493,0.20027448289383395,3
2911,9917602913,494,0.0,0
3783,9b80cf8992,586,0.3915302421331242,4
3820,457d5edb4c,439,0.00039211841976276833,1
121,97515a958d,82,0.0,0
3381,f20521b7f5,521,0.3952553671208705,4
394,8a58fe70f8,952,0.0,0
1951,107f1047c1,707,0.0,0
811,2fe186a2c6,533,0.5882756592490932,6
1611,617c746fca,285,0.6829722576218018,7
473,76e1428103,400,0.19027546318988334,2
835,9819277faa,307,0.032251740025487696,1
3078,56d6d999b8,597,0.0035290657778649158,1
561,b461a5b584,365,9.802960494069208e-05,1
3482,581e7f38d7,682,0.6191549848054112,7
1183,4541761ba4,614,0.20184295657288498,3
3900,1e5e713964,567,0.04685815116165082,1
974,5f8f40ce31,223,0.0,0
3494,f21593cfa8,596,0.0,0
1414,6dea52e54d,352,0.8072737966865994,9
3150,d67dd7da95,793,0.0,0
1354,23b7bf14c5,548,0.66571904715224,7
756,b2c6b8cf57,477,0.3960396039603961,4
845,6cb11aa807,512,0.9282423291834134,10
2989,bec8f132d0,881,0.0,0
2548,631dacfc0f,566,0.34192726203313395,4
24,9747413253,472,0.0,0
58,3f8a8f4715,456,0.030095088716792468,1
2800,809ce44053,242,0.014704440741103813,1
1530,f75842e215,453,0.6336633663366337,7
2992,37c95ff7df,673,0.06793451622389962,1
1099,d00d1ea52b,312,0.0,0
2299,2d3c0a68f9,623,0.0,0
1190,b240778420,659,0.0,0
3213,b7c1e2a377,524,0.0016665032839917654,1
960,95f6e2b2d1,141,0.5643564356435643,6
3896,5c0cde01b7,727,0.06911087148318792,1
3304,109bccf6c6,490,0.0,0
1431,9bf8f84094,506,0.6704244681893932,7
3766,76ecdc5896,745,0.0,0
1024,324eb2ec65,542,0.9225566120968532,10
3183,77c695369e,457,0.04293696696402313,1
2060,e9f4d6f927,419,0.9741201842956572,10
1027,c0ef23e386,686,0.2857562984021174,3
3134,62715133c5,509,0.9784334869130478,10
1131,58de316918,901,0.2475247524752475,3
2163,17113fd0bd,689,0.5647485540633271,6
813,196cffdb4b,728,0.22105675914126066,3
3566,0f762f2746,427,0.03793745711204784,1
276,9d173ec22a,599,0.11057739437310067,2
424,2b723b8474,153,0.0,0
1521,a8ebba8c1e,507,0.0,0
3536,f0190fc4b4,266,0.0,0
1705,0d19f89dc9,475,0.0,0
2670,4d341171a4,348,0.132437996274875,2
1303,651b2c01bc,496,0.9424566218998136,10
1220,47bd268dcd,347,0.7847269875502402,8
963,efec1f093e,306,0.0,0
3508,6caec01e67,379,0.015194588765807275,1
2828,f0e7e06354,215,0.4550534261346927,5
1722,b83bc9dfa7,850,0.0,0
2009,17a6639049,602,0.0,0
3251,2f8b36c386,209,0.0,0
3616,9c30bb0a5f,232,0.0,0
730,a1b5786252,451,0.0,0
1875,3fd616ef00,472,0.9989216743456524,10
1394,d1665744c3,202,0.0,0
1273,939879034e,620,0.4438780511714538,5
655,85cf79a2cb,628,0.0,0
2623,fe37eddf8e,203,0.0,0
1225,d58653f803,701,0.479462797764925,5
737,d96af7c9cc,824,0.0,0
2408,c4ee594685,296,0.7446328791294972,8
99,29d8bf3a4c,834,0.0,0
3604,7410f440bb,442,0.0,0
812,8ce5996371,447,0.2544848544260367,3
2660,7b5d5d40fe,362,0.8160964611312617,9
1538,2a16af2ae7,697,0.4242721301833154,5
54,5b836d2444,810,0.02156651308695226,1
3045,3794cd4d73,456,0.2168414861288109,3
647,a32a4a2256,506,0.66571904715224,7
288,79fed5a697,706,0.0,0
1680,c60eaa0c75,402,0.9972551710616606,10
3265,31a4341eb6,754,0.5506322909518675,6
1357,0280deb8ae,363,0.5148514851485149,6
1174,8ebceef687,321,0.7217919811783159,8
1853,d19827b32b,518,0.24360356827761984,3
3237,5a7a933a05,268,0.0,0
329,af71ca4ab3,302,0.25595529850014703,3
1479,2b2fc71ee1,251,0.07950200960690128,1
2458,4b17d5fb8f,667,0.0,0
2755,1a1b0c1549,464,0.016763062444858347,1
530,2e8bf3f7b3,687,0.05979805901382217,1
63,13209940d7,475,0.4940692089010881,5
3853,b6ebc3831e,155,0.331732183119302,4
1970,18e2325a5b,211,0.0,0
3963,0108518d1e,424,0.6314086854229978,7
1883,2be45a7fa3,851,0.0,0
3887,7e26f45eb9,770,0.0,0
1336,dab1d67df7,674,0.7662974218213899,8
784,b858ccf692,802,0.0,0
617,4d6121dae0,263,0.4736790510734242,5
3155,45f31c81d4,659,0.0,0
297,299ba3cf34,715,0.4875992549750025,5
2,75efad62c1,468,0.9933339868640328,10
1554,93d21b7636,317,0.0,0
1466,3e8b5729dc,462,0.19919615723948636,2
3007,8d3ee9356b,528,0.0,0
574,0df9f16bc9,847,0.9099107930595041,10
2893,84eb2c400b,294,0.2357611998823645,3
1325,465486e6ec,346,0.1361631212626213,2
334,4a5dd4ab45,209,0.0,0
180,6c91546a57,220,0.0,0
1682,18b26e968c,591,0.2305656308205078,3
2544,753371cca5,608,0.0,0
1505,e6f86c83e2,584,0.4583864327026762,5
2957,edfe5ae3ef,232,0.0,0
3281,1a7f8bd454,662,0.0,0
1914,b77cc54800,696,0.0,0
1686,b40457631c,813,0.0,0
612,2ffea0c397,429,0.0,0
1351,4514d46495,699,0.0,0
385,df56e7aaad,458,0.0,0
3953,3c66e5ab54,556,0.0,0
3987,e8d8b35601,637,0.4945593569257916,5
1710,217a70a0cb,377,0.5545534751494952,6
3829,c352f6069b,530,0.0,0
1923,0d8ed16206,93,0.0,0
2934,363a171d90,542,0.0,0
3801,3320eb35e4,459,0.0,0
1176,b1dc23a427,432,0.9976472894814232,10
2178,8ae916bb5c,404,0.15802372316439564,2
1274,ad6e3961d4,519,0.8665817076757181,9
355,c67832ba86,676,0.0,0
3520,a12cbb17e5,247,0.13175178904029014,2
1765,6fe4017680,539,0.5022056661111656,6
696,45180088a6,886,0.0,0
1801,f34ae8f3d4,576,0.4219194196647387,5
452,3bd3216e16,607,0.0,0
967,8e2e3afdb5,572,0.30565630820507794,4
3151,fa56377e58,350,0.07116949318694246,1
1449,455d05742a,214,0.0,0
1962,8ef76ed16e,741,0.0,0
3889,c0cbdabcc3,696,0.3862366434663269,4
103,702209f0b3,756,0.0,0
3835,34f61e9a54,648,0.0,0
285,a554d2d4a3,481,0.0,0
435,8d839a365b,461,0.0,0
3157,fccf774196,809,0.06626801293990785,1
1093,aebff18bf9,433,0.9451034212332124,10
2782,c79d52ffc3,259,0.0,0
2954,285f4b2e82,824,0.4950495049504951,5
3451,4b72e35b8b,235,0.4182923242819331,5
2902,c824b8afaa,408,0.0,0
3962,9511856b03,427,0.7349279482403686,8
1865,eac822921e,180,0.0,0
1529,41e173a1e5,560,0.1894912263503578,2
1180,83be4b6836,849,0.7364964219194197,8
2257,0b73b427d1,475,0.40819527497304187,5
2469,7f0e67d5ec,161,0.3636898343299677,4
2656,18c4cdefec,492,0.0,0
2332,1d2382ac3f,254,0.0,0
1021,26ec6ef9df,148,0.0595039701990001,1
3700,0cf7155eb6,464,0.0,0
2192,58789490d6,109,0.0,0
2766,c4a681819d,714,0.0,0
2839,f6a89b6f89,590,0.33555533771198903,4
3136,5e09ef27a6,543,0.8178609940201941,9
1629,f26e6cffd6,182,0.0,0
2940,85e6b4cb1c,374,0.6655229879423586,7
2164,5e58ed4adb,344,0.8414861288109009,9
798,5c9326f1e4,818,0.0,0
2528,7e68df3981,792,0.4130967552200765,5
1105,81c1149163,646,0.03382021370453877,1
630,1aef65e24b,191,0.6924811293010489,7
1037,4085f8522d,572,0.06842466424860308,1
700,ff1e8ed948,611,0.2727183609450054,3
762,2c3c64402e,804,0.16968924615233802,2
1761,4161f35a4f,522,0.5342613469267719,6
3636,0829b44678,801,0.4621115576904225,5
3840,f85a85710a,634,0.0,0
1653,ea2d80c951,349,0.0,0
874,a568cc8273,626,0.6613077149299088,7
765,3f76f25042,707,0.30977355161258696,4
511,7796858a9b,442,0.8485442603666308,9
190,62d6a9b673,115,0.0,0
3132,6ee755c67d,341,0.0,0
2993,86a772adb1,388,0.9700029408881482,10
1907,a3605816c1,628,0.7074796588569748,8
1617,bd51537256,592,0.0,0
1570,d49a9c4664,723,0.0,0
969,04315b9a64,475,0.0,0
2628,0ea5ea6946,142,0.0,0
2756,d2b77b255b,589,0.2481129301048917,3
3874,1f50bc7a9f,873,0.0,0
3794,cd2046479c,302,0.035290657778649155,1
3659,ae2ef70d51,818,0.11675325948436427,2
1310,fd4741392b,702,0.9873541809626508,10
2966,f7dc2b2c9a,834,0.7418880501911578,8
535,7eb42fe5ec,389,0.0,0
3509,5edca1bb89,368,0.9995098519752964,10
523,7ede03dede,351,0.6791491030291148,7
3164,f2f67e14a6,116,0.0,0
2440,a0729c7a02,490,0.1398882462503676,2
2371,9382a047a8,474,0.12322321341044995,2
3146,a14d2ea3b1,155,0.0,0
1472,859f623d32,165,0.0,0
3178,ea1270a8b2,396,0.8285462209587295,9
2397,230b98e713,766,0.0,0
1268,941d0865da,164,0.0,0
335,0eacc93ff3,394,0.4786785609253994,5
3096,8c9b19f267,107,0.0,0
2217,211dca3b80,545,0.4487795314184884,5
1815,ac03463615,548,0.5694539751004803,6
1871,9722dedee7,532,0.0,0
102,7fadb8efe8,678,0.5730810704832859,6
383,2ae425e5a3,340,0.6799333398686404,7
2078,40b45f1871,748,0.0,0
1181,8b0d16466b,625,0.5545534751494952,6
939,c073b8930c,583,0.0013724144691696892,1
392,bfb0e22b53,311,0.3765317125771983,4
3111,e54c815e85,199,0.0,0
3854,29beb70925,680,0.9032447799235368,10
3692,fe11d93a24,670,0.0,0
1985,72e05a5a33,486,0.9024605430840114,10
2740,6e86fed535,530,0.6958141358690324,7
3555,071d5aa17f,360,0.0025487697284579947,1
1563,b0a7056a04,512,0.9899029506911088,10
3303,fa752c35ca,300,0.9915694539751004,10
1978,eb4efc4c39,531,0.0,0
1101,27c035c5ae,489,0.6896382707577688,7
2138,7488e076ca,302,0.0,0
49,06289f69f8,644,0.4901480247034605,5
902,7c41f727b9,956,0.0,0
3079,e39f959114,732,0.0,0
2661,3c1097c378,286,0.01637094402509558,1
3100,96216dae3b,166,0.3069306930693069,4
794,231fc4e8e5,524,0.020782276247426724,1
67,728890d8f8,548,0.034702480149005,1
333,05be526826,308,0.9504950495049505,10
1035,a1585a58b8,706,0.01313596706205274,1
2082,df47f2e681,505,0.12479168708950104,2
1403,657f2c34f7,465,0.2586020978335457,3
2106,e9d39cddd7,476,0.5919027546318988,6
3921,25d24d4554,587,0.0,0
2873,2a9190ed84,393,0.4789726497402215,5
2414,a1dae195e7,435,0.9880403881972356,10
3376,56f4bcc716,662,0.9801980198019802,10
2031,90194208b9,287,0.0,0
405,ce1f9711bc,762,0.0,0
3946,03a9a9f615,582,0.18870698951083228,2
3106,4d4adc5623,690,0.6442505636702284,7
1491,7d14f8cfe3,469,0.4360356827761984,5
3932,a653a50dc4,198,0.0,0
780,90791c2417,577,0.03980001960592098,1
1714,f4ed280779,873,0.0,0
1595,29df15c1ce,332,0.0,0
2541,f8ca1f5c5a,598,0.5939613763356534,6
2576,8fd4178b11,753,0.26595431820409765,3
2840,d12d5894b8,716,0.2624252524262327,3
2135,624bd59549,474,0.0,0
740,1d93cf8169,769,0.0,0
137,87d58438cc,419,0.0,0
1497,2f3eff4192,262,0.0,0
3438,cf1ffe14e0,692,0.02960494069208901,1
2695,7e138bf911,593,0.5770022546809136,6
354,2e69b6eb16,426,0.0,0
3954,af171a3570,356,0.314871091069503,4
2484,c0fe58323e,204,0.0,0
576,d7e93ff9c2,348,0.0,0
2160,3a3e1e824d,731,0.16400352906577784,2
524,a18073f2a2,407,0.0,0
1260,e6a78e36b5,441,0.4512302715420057,5
3458,b964244dfd,335,0.6492500735222037,7
1337,f1395b9e13,356,0.0,0
2355,24bf79cd1e,453,0.5831781197921773,6
2604,35f3cb48d6,415,0.0,0
1443,92895cb54f,500,0.4629938241348887,5
2076,444dcc147b,246,0.15429859817664934,2
1743,bedb558d15,115,0.0,0
3603,c5745e04ff,89,0.464170179394177,5
184,697f80cece,154,0.0,0
3578,ab72556c51,492,0.0,0
3845,feb90d8376,397,0.03480050975394569,1
676,0243477802,261,0.0,0
3102,59597a8431,568,0.0,0
1826,bd7b74689d,271,0.013332026271934123,1
928,c3a963f5e3,652,0.0012743848642289973,1
616,d0bbe4fd97,847,0.504950495049505,6
870,6c61beb5dd,112,0.0,0
1234,6ab003835b,659,0.015096559160866581,1
3997,1306fcee4c,177,0.0,0
2649,40bb5a9cbe,432,0.3762376237623761,4
3445,0fb7b2772a,942,0.2670326438584453,3
3062,abed119094,578,0.0,0
3046,d8b1bbbfdf,531,0.5472012547789432,6
3699,c9a1fd48f6,738,0.48073718262915405,5
825,918548e472,229,0.0,0
1083,0c6ec35477,445,0.27105185766101364,3
1417,9a91290888,919,0.0,0
3592,1d9bc2591e,594,0.6174884815214194,7
626,066e0ce4c3,490,0.7807077737476718,8
3940,efe3043924,250,9.802960494069208e-05,1
358,ca6bdbc405,337,0.0,0
2425,60a0ca8d0e,581,0.015096559160866581,1
749,e8cf12563d,608,0.7430644054504458,8
3436,febd1d2a67,211,0.7920792079207921,8
1049,64e050f295,690,0.0,0
614,23eb8cfbc0,799,0.2613469267718851,3
3797,37aa9fc79a,391,0.0,0
996,5103df3d79,672,0.0,0
646,d2aa4238f7,819,0.0,0
2446,25f2e30c66,232,0.0,0
2718,ae6b6df24d,718,0.0,0
3746,762f01c185,113,0.0,0
3488,9874f75819,507,0.16008234486815018,2
2291,2993a272be,442,0.004999509851975297,1
1764,41cfd4b320,461,0.3062444858347221,4
3128,35b34a9da1,785,0.9996078815802372,10
1958,f2d2fefde3,692,0.010391138123713362,1
1121,f5d1176e33,163,0.0,0
2643,f42a7e65f2,589,0.0,0
1215,44ccc2d846,913,0.0,0
2519,280dcd0b2d,137,0.0,0
3966,05b69f83bf,88,0.0,0
2162,c82dabf9b1,756,0.28507009116753257,3
2375,8b0d0b0633,720,0.025977845309283404,1
2167,b8a9602e21,527,0.6831683168316832,7
1130,9494906f54,553,0.3739829428487403,4
78,fcb49356a5,91,0.0,0
1712,b0a18e86c7,221,0.0,0
2125,f76c6bc5d0,601,0.0,0
3986,3ff3881428,100,0.0,0
3545,fefe01ac32,251,0.0,0
990,b8f92fbe45,356,0.9470640133320264,10
331,ecdd648857,574,0.512890893049701,6
77,e2421eee13,483,0.39084403489853936,4
306,86866ba71d,230,0.2736986569944123,3
510,c0aa0c7b66,837,0.0,0
323,c593c662f1,677,0.0,0
2265,b70f0ab0c2,514,0.22066464072149788,3
205,ac412e6d55,555,0.24340750906773845,3
690,e560423302,585,0.3822174296637584,4
3439,a659530342,609,0.524654445642584,6
1512,f503aaf699,650,0.5054406430742084,6
1258,f950879320,651,0.0,0
3957,d0eb51a04f,398,0.06754239780413683,1
3708,bb63bcb48a,319,0.12126262131163612,2
2228,93a8901635,431,0.21370453877070875,3
1346,b51c130238,552,0.5101460641113617,6
363,9ad32f3c66,481,0.7095382805607293,8
2762,4654389112,164,0.0,0
2314,8f07ef8585,463,0.001176355259288305,1
2761,aff87f7ba7,478,0.5800411724340749,6
3360,a5375b180b,671,0.0,0
3247,1664b6a6d5,214,0.019017743358494262,1
2605,5691530ff4,615,0.060484266248407026,1
2156,623565cb2c,868,0.0,0
1540,ba67135a54,832,0.0,0
3669,fb81781b44,727,0.1759631408685423,2
1631,7b078e7517,373,0.03764336829722576,1
1432,cae4ec68c0,630,0.0,0
2952,45f292bb41,491,0.44534849524556414,5
1453,7ebd3f0cdd,101,0.0,0
1396,3da64841d8,532,0.9828448191353788,10
767,ec50263c20,784,0.02166454269189295,1
1144,29a1b18e79,378,0.9126556219978432,10
3864,3072ae3119,780,0.4076070973433977,5
3260,9c4468a160,739,0.0,0
1916,19fdb270d6,598,0.0,0
1246,63e32c0cfb,339,0.6103323203607489,7
1370,1379940546,511,0.6458190373492795,7
3611,9693c84080,434,0.08636408195274974,1
731,58ad72a266,245,0.9999019703950592,10
778,b112d9993c,483,0.6721890010783257,7
949,a37249665e,89,0.4952455641603765,5
1433,59dabe134f,542,0.0,0
1490,55f1ea73b3,626,0.0,0
29,02117a400e,696,0.23781982158611897,3
2099,7ec64d2b8e,339,0.0,0
235,86fe531971,766,0.0,0
2648,c29c36a1e8,432,0.4195667091461621,5
1551,bc5382bc71,470,0.0,0
1095,5673036fa1,787,0.0,0
2467,9b5bed5c6f,113,0.0,0
1850,8daf098aa9,594,0.2242917361043035,3
1756,5991bd3f1b,688,0.9332418390353888,10
1555,98c6496076,432,0.4284874031957651,5
1855,bc811e2c1f,763,0.038721693951573384,1
1068,a0b1d96545,622,0.011567493383001668,1
115,684555a30a,404,0.0,0
3554,3cd4d01b7d,605,0.7470836192530144,8
233,f342603c76,754,0.0,0
3974,e73532b450,703,0.0,0
3705,465f93cd9c,219,0.0,0
2551,9eaf536a63,828,0.9947064013332026,10
3531,9f07d6a050,340,0.0,0
3121,01323211a0,577,0.16714047642388002,2
2418,a92f49d2d9,273,0.0,0
1546,e4be64c1fb,425,0.17027742378198216,2
897,65aadb6f53,372,0.0,0
3369,4d9b845652,309,0.0,0
3691,d3c8980685,426,0.0,0
3852,d30ad7d936,303,0.3375159298108029,4
727,323882f716,144,0.0035290657778649158,1
13,ef51bbcde7,712,0.0,0
842,9a6c280d8d,701,0.3999607881580237,4
3186,d71e91efc0,453,0.030683266346436627,1
2737,fb9b58527c,716,0.10234290755808254,2
1735,1b61e02423,548,0.5588667777668856,6
1832,f807851f5a,251,0.1239094206450348,2
3999,edf1e6ac00,460,0.0,0
3565,404b62a4d5,604,0.0,0
2369,060f14fcee,480,0.8636408195274973,9
2567,ed761ad8ef,806,0.8989314773061464,9
2474,a685e6f87e,565,0.003627095382805608,1
3859,53e17edd83,738,0.1188118811881188,2
1744,70ca8ebf7b,702,0.5117145377904128,6
3108,1931feb9b8,444,0.0,0
322,2f20c083c2,408,0.0,0
3971,44d745a704,307,0.29781393980982257,3
1364,d9a52dc263,609,0.8613861386138614,9
407,fd51e63c83,766,0.2595823938829527,3
305,cdc7d77e77,731,0.2428193314380943,3
2159,486ae46ba0,632,0.4941672385060288,5
2038,a70b2204f0,650,0.628467797274777,7
1378,d353a74b66,466,0.0,0
2801,885c2a90f5,533,0.4145671992941869,5
534,1f805e4733,536,0.4958337417900206,5
1388,66fed16154,114,0.6339574551514557,7
3979,919bc0e2ba,352,0.5841584158415841,6
59,75e041fbd8,668,0.9420645034800509,10
3574,8023f35b58,199,0.09097147338496224,1
1456,b60fbb288b,373,0.19556906185668071,2
347,12bf4f2d3b,728,0.0,0
1823,40e8e14e60,723,0.6700323497696304,7
97,7977cbab6f,224,0.0,0
2659,565d2342f2,214,0.3106558180570532,4
3721,023d486fba,835,0.0,0
3961,9b450671aa,259,0.0,0
1665,b2b0cd95a4,622,0.0,0
3802,911f05128d,801,0.0,0
3661,729c382e20,457,0.03283991765513185,1
3674,18d013fced,520,0.69689246152338,7
1691,c202c25557,503,0.27703166356239584,3
